               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 466,            0.013751,            0.005464,          0.00057944,             0.97589,             0.91871,             0.96643,             0.79321,            0.017026,           0.0037787,           0.0011537,           0.0053965,           0.0053965,           0.0053965
                 467,            0.014711,           0.0050021,          0.00097209,             0.95409,             0.95762,             0.97595,             0.79745,            0.017057,           0.0039061,           0.0010492,           0.0053866,           0.0053866,           0.0053866
                 468,            0.013465,           0.0053696,          0.00057899,             0.94618,             0.96645,             0.97659,             0.79424,            0.017339,           0.0039365,          0.00099053,           0.0053767,           0.0053767,           0.0053767
                 469,            0.014178,           0.0054149,          0.00068162,             0.95358,             0.96588,             0.97677,             0.80464,            0.016678,           0.0036258,           0.0009558,           0.0053668,           0.0053668,           0.0053668
                 470,            0.015083,           0.0059382,          0.00053623,             0.98284,             0.93653,             0.97616,             0.79475,            0.016737,           0.0036762,          0.00094433,           0.0053569,           0.0053569,           0.0053569
                 471,            0.014205,           0.0060037,          0.00083872,             0.98295,             0.93658,             0.97493,             0.79627,            0.016588,           0.0036717,          0.00097589,            0.005347,            0.005347,            0.005347
                 472,            0.013302,           0.0055209,          0.00065168,             0.98184,             0.93733,             0.97488,             0.79415,            0.016679,           0.0037355,          0.00098389,           0.0053371,           0.0053371,           0.0053371
                 473,            0.014656,           0.0056623,          0.00077748,             0.98232,             0.93711,             0.97326,             0.80204,            0.016912,           0.0039667,           0.0009557,           0.0053272,           0.0053272,           0.0053272
                 474,            0.014459,           0.0057862,           0.0011362,             0.97336,              0.9509,             0.97032,             0.79821,            0.016775,            0.004032,          0.00098922,           0.0053173,           0.0053173,           0.0053173
                 475,            0.014514,           0.0056765,          0.00064233,             0.98069,             0.94993,             0.96239,             0.79121,            0.016796,           0.0040591,           0.0011448,           0.0053074,           0.0053074,           0.0053074
                 476,            0.014209,           0.0054245,          0.00051058,             0.96746,             0.94918,             0.96051,              0.7829,            0.017049,           0.0040701,           0.0013561,           0.0052975,           0.0052975,           0.0052975
                 477,            0.013511,           0.0056777,          0.00063137,             0.96718,             0.94362,             0.96233,             0.78891,            0.016913,           0.0039846,            0.001402,           0.0052876,           0.0052876,           0.0052876
                 478,            0.012945,            0.005339,          0.00057774,             0.96735,             0.93845,             0.96658,             0.79153,            0.017232,           0.0040395,           0.0013219,           0.0052777,           0.0052777,           0.0052777
                 479,            0.013862,           0.0055515,          0.00060613,             0.96365,             0.94419,              0.9702,             0.79156,            0.017016,           0.0039408,           0.0013319,           0.0052678,           0.0052678,           0.0052678
                 480,            0.013881,           0.0059066,          0.00087791,             0.96398,             0.94595,             0.96586,             0.79553,             0.01682,           0.0039521,           0.0014811,           0.0052579,           0.0052579,           0.0052579
                 481,            0.014192,           0.0054556,          0.00086217,             0.95519,             0.94781,             0.96611,             0.79345,            0.016489,            0.003947,           0.0015699,            0.005248,            0.005248,            0.005248
                 482,             0.01345,            0.005342,           0.0008808,             0.95906,             0.94416,              0.9638,               0.788,            0.016609,           0.0038494,           0.0016024,           0.0052381,           0.0052381,           0.0052381
                 483,            0.014642,           0.0057862,          0.00070103,             0.97407,             0.92106,             0.95872,             0.78765,             0.01704,           0.0039308,           0.0015459,           0.0052282,           0.0052282,           0.0052282
                 484,            0.013542,           0.0055664,          0.00066715,             0.98034,             0.92141,             0.95378,             0.78744,            0.017325,           0.0039338,           0.0014995,           0.0052183,           0.0052183,           0.0052183
                 485,            0.014863,           0.0060043,          0.00067681,             0.97312,             0.91631,             0.95583,             0.79391,            0.017093,           0.0039539,           0.0015286,           0.0052084,           0.0052084,           0.0052084
                 486,            0.014081,           0.0052465,           0.0006229,             0.95343,             0.93325,             0.95965,             0.78163,            0.016847,           0.0040538,           0.0014782,           0.0051985,           0.0051985,           0.0051985
                 487,            0.014953,           0.0059018,           0.0011483,             0.98004,             0.91532,             0.95692,             0.79069,            0.016517,           0.0038653,           0.0015263,           0.0051886,           0.0051886,           0.0051886
                 488,            0.013203,           0.0054333,          0.00069511,             0.96396,             0.94444,             0.96557,             0.79271,            0.016434,           0.0036864,           0.0016034,           0.0051787,           0.0051787,           0.0051787
                 489,            0.013871,           0.0053314,          0.00071935,             0.96026,             0.94325,             0.96704,             0.79241,            0.016437,           0.0036087,           0.0017243,           0.0051688,           0.0051688,           0.0051688
                 490,            0.013978,           0.0056123,          0.00072953,             0.96575,             0.92402,             0.95765,             0.78427,            0.016892,           0.0037995,           0.0016256,           0.0051589,           0.0051589,           0.0051589
                 491,            0.014292,            0.005666,           0.0010518,             0.96003,             0.93733,             0.96895,             0.78822,            0.017225,           0.0039595,           0.0014995,            0.005149,            0.005149,            0.005149
                 492,            0.014423,           0.0056086,          0.00088006,             0.94886,             0.95428,             0.97349,             0.79014,            0.017296,            0.003961,           0.0013718,           0.0051391,           0.0051391,           0.0051391
                 493,            0.014195,           0.0057858,          0.00048699,             0.97545,             0.92424,             0.96821,             0.79153,            0.017127,           0.0039845,           0.0012082,           0.0051292,           0.0051292,           0.0051292
                 494,            0.013496,           0.0054419,          0.00085399,             0.97072,             0.94115,             0.97309,             0.78395,            0.017446,            0.004037,           0.0011876,           0.0051193,           0.0051193,           0.0051193
                 495,            0.013458,           0.0054354,          0.00077045,             0.97847,             0.94395,             0.96843,               0.785,            0.016875,           0.0038276,           0.0013271,           0.0051094,           0.0051094,           0.0051094
                 496,            0.014174,           0.0056731,          0.00084768,             0.98293,             0.94135,             0.97187,              0.7928,            0.016641,            0.003598,           0.0013331,           0.0050995,           0.0050995,           0.0050995
                 497,            0.014041,           0.0056271,          0.00059615,             0.98083,             0.93995,             0.97273,             0.79455,            0.016433,           0.0034252,           0.0012745,           0.0050896,           0.0050896,           0.0050896
                 498,            0.013932,           0.0056276,          0.00059338,             0.98389,             0.93172,             0.97476,             0.79548,            0.016474,           0.0033604,           0.0011687,           0.0050797,           0.0050797,           0.0050797
                 499,             0.01417,           0.0061825,          0.00095656,             0.98655,             0.93926,             0.97652,             0.79186,            0.016642,           0.0034624,           0.0010446,           0.0050698,           0.0050698,           0.0050698
                 500,            0.013423,           0.0053384,          0.00093661,             0.98496,             0.93975,             0.97525,             0.78949,            0.016747,           0.0034541,          0.00094273,           0.0050599,           0.0050599,           0.0050599
                 501,            0.014757,           0.0053264,          0.00072614,             0.96723,             0.93332,             0.96723,             0.79368,            0.017188,           0.0034922,           0.0009534,             0.00505,             0.00505,             0.00505
                 502,            0.014642,           0.0063205,          0.00073056,             0.97668,             0.94341,             0.96874,             0.78989,            0.017367,           0.0035394,           0.0010365,           0.0050401,           0.0050401,           0.0050401
                 503,            0.014086,           0.0054062,          0.00054946,             0.97321,             0.94483,             0.96766,             0.79012,            0.017536,           0.0035879,           0.0010951,           0.0050302,           0.0050302,           0.0050302
                 504,            0.012937,           0.0052448,          0.00054737,             0.97564,              0.9367,             0.96507,             0.78974,            0.017335,           0.0036188,           0.0011009,           0.0050203,           0.0050203,           0.0050203
                 505,            0.014406,           0.0062954,          0.00074501,             0.97036,             0.93062,              0.9658,             0.78934,            0.017016,           0.0037149,           0.0010495,           0.0050104,           0.0050104,           0.0050104
                 506,            0.013405,           0.0056196,          0.00068874,             0.97346,             0.92805,             0.96425,             0.78775,             0.01711,           0.0037034,           0.0010552,           0.0050005,           0.0050005,           0.0050005
                 507,            0.013556,           0.0054708,           0.0010433,             0.97593,             0.92793,             0.96205,              0.7868,             0.01731,           0.0036078,           0.0011412,           0.0049906,           0.0049906,           0.0049906
                 508,            0.014826,           0.0061407,          0.00065941,             0.98058,              0.9423,             0.96187,             0.78157,            0.017207,           0.0035626,           0.0012585,           0.0049807,           0.0049807,           0.0049807
                 509,            0.014556,           0.0059641,          0.00076028,             0.97664,             0.95251,             0.96951,             0.78311,            0.017499,           0.0036492,           0.0012294,           0.0049708,           0.0049708,           0.0049708
                 510,             0.01434,           0.0059102,          0.00077493,             0.97985,             0.94201,             0.96934,             0.78257,            0.017523,            0.003708,           0.0012335,           0.0049609,           0.0049609,           0.0049609
                 511,            0.013354,           0.0056889,           0.0010866,             0.97615,              0.9277,             0.96865,             0.77734,            0.017463,           0.0039646,           0.0012313,            0.004951,            0.004951,            0.004951
                 512,            0.012606,           0.0051734,          0.00074678,             0.95675,             0.95551,             0.97048,             0.77771,             0.01763,             0.00403,           0.0011124,           0.0049411,           0.0049411,           0.0049411
                 513,            0.014256,           0.0058685,          0.00099578,             0.95907,             0.95755,             0.97052,             0.78012,             0.01747,            0.003908,           0.0010852,           0.0049312,           0.0049312,           0.0049312
                 514,            0.012836,           0.0055119,          0.00060127,             0.96624,             0.94325,             0.96698,             0.78551,            0.017165,            0.003832,           0.0011434,           0.0049213,           0.0049213,           0.0049213
                 515,            0.013589,           0.0052462,          0.00062078,             0.97529,             0.94006,             0.96455,             0.78654,            0.016941,           0.0038456,           0.0012736,           0.0049114,           0.0049114,           0.0049114
                 516,            0.014259,           0.0057128,          0.00061247,             0.98329,             0.93873,             0.95924,             0.78232,            0.017096,           0.0039344,            0.001417,           0.0049015,           0.0049015,           0.0049015
                 517,            0.013372,           0.0052424,          0.00057423,             0.98226,             0.92985,             0.95105,              0.7851,            0.017715,            0.004159,           0.0015172,           0.0048916,           0.0048916,           0.0048916
